,Country name,Regional indicator,Score Y20,GDP Y20,Social support Y20,Life expectancy Y20,Freedom Y20,Generosity Y20,Corruption Y20,Score Y19,GDP Y19,Social support Y19,Life expectancy Y19,Freedom Y19,Generosity Y19,Corruption Y19,Score Y18,GDP Y18,Social support Y18,Life expectancy Y18,Freedom Y18,Generosity Y18,Corruption Y18,Score Y17,GDP Y17,Life Expectancy Y17,Freedom Y17,Generosity Y17,Corruption Y17,Score Y16,GDP Y16,Life Expectancy Y16,Freedom Y16,Corruption Y16,Generosity Y16,Score Y15,GDP Y15,Life Expectancy Y15,Freedom Y15,Corruption Y15,Generosity Y15
20,United Arab Emirates,Middle East and North Africa,6.790800095,11.1099987,0.8491811159999999,67.08278656,0.941345513,0.123450845,0.594502211,6.825,1.5030000000000001,1.31,0.825,0.598,0.262,0.182,6.774,2.096,0.7759999999999999,0.67,0.284,0.18600000000000003,,6.6479997634887695,1.6263433694839498,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,6.5729999999999995,1.57352,0.72993,0.56215,0.35561,0.26591,6.5729999999999995,1.57352,0.72993,0.56215,0.35561,0.26591
21,Malta,Western Europe,6.772799968999999,10.53383827,0.93037951,72.19999695,0.9249114390000001,0.214965805,0.658547282,6.726,1.3,1.52,0.9990000000000001,0.564,0.375,0.151,6.627000000000001,1.27,1.525,0.884,0.645,0.376,0.142,6.52699995040894,1.34327983856201,0.821944236755371,0.588767051696777,0.5747305750846861,0.153066068887711,6.4879999999999995,1.30782,0.80315,0.54994,0.17554,0.56237,6.4879999999999995,1.30782,0.80315,0.54994,0.17554,0.56237
22,France,Western Europe,6.663799762999999,10.58422279,0.937103748,73.80193329,0.8254676459999999,-0.130641967,0.583521128,6.5920000000000005,1.324,1.472,1.045,0.436,0.111,0.183,6.489,1.2930000000000001,1.466,0.9079999999999999,0.52,0.098,0.17600000000000002,6.44199991226196,1.43092346191406,0.8444658517837521,0.470222115516663,0.129762306809425,0.172502428293228,6.478,1.39488,0.83795,0.46562,0.17808,0.1216,6.478,1.39488,0.83795,0.46562,0.17808,0.1216
23,Mexico,Latin America and Caribbean,6.465000152999999,9.797797203,0.8386654259999999,68.29902649,0.8587092759999999,-0.175266623,0.806821585,6.595,1.07,1.3230000000000002,0.861,0.433,0.07400000000000001,0.073,6.4879999999999995,1.038,1.252,0.7609999999999999,0.479,0.069,0.095,6.57800006866455,1.1531838178634601,0.709978997707367,0.412730008363724,0.12099043279886199,0.132774114608765,6.778,1.1150799999999998,0.71143,0.37709000000000004,0.18355,0.11735,6.778,1.1150799999999998,0.71143,0.37709000000000004,0.18355,0.11735
24,Taiwan Province of China,East Asia,6.45539999,10.77568531,0.894309103,69.59999847,0.77153033,-0.07319869799999999,0.73188293,,,,,,,,,,,,,,,6.42199993133545,1.4336265325546298,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,,,,,,,,,,,,
25,Uruguay,Latin America and Caribbean,6.440100192999999,9.948192596,0.92281127,69.00254822,0.892395437,-0.101103112,0.635994136,6.292999999999999,1.124,1.465,0.8909999999999999,0.523,0.127,0.15,6.379,1.093,1.459,0.7709999999999999,0.625,0.13,0.155,6.4539999961853,1.2175596952438401,0.719216823577881,0.5793922543525699,0.175096929073334,0.17806187272071802,6.545,1.18157,0.72183,0.54388,0.21394000000000002,0.18056,6.545,1.18157,0.72183,0.54388,0.21394000000000002,0.18056
26,Saudi Arabia,Middle East and North Africa,6.406499863,10.79781246,0.874067068,66.30514526,0.854191244,-0.16869506199999998,0.682619512,6.375,1.403,1.357,0.795,0.439,0.08,0.132,6.371,1.379,1.331,0.633,0.509,0.098,0.127,6.343999862670901,1.53062355518341,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126004,6.379,1.48953,0.59267,0.37904,0.30008,0.15457,6.379,1.48953,0.59267,0.37904,0.30008,0.15457
27,Spain,Western Europe,6.4008998870000005,10.46292686,0.921125412,74.40270996,0.751989543,-0.050961714000000005,0.765859902,6.354,1.286,1.484,1.062,0.36200000000000004,0.153,0.079,6.31,1.251,1.538,0.965,0.449,0.142,0.07400000000000001,6.40299987792969,1.38439786434174,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,6.361000000000001,1.34253,0.8789600000000001,0.37545,0.06137000000000001,0.17665,6.361000000000001,1.34253,0.8789600000000001,0.37545,0.06137000000000001,0.17665
28,Guatemala,Latin America and Caribbean,6.398900032,8.924805641,0.8166214820000001,64.8089447,0.9081475729999999,-0.042938665,0.783237457,6.436,0.8,1.2690000000000001,0.746,0.535,0.175,0.078,6.382000000000001,0.7809999999999999,1.268,0.608,0.604,0.179,0.071,6.4539999961853,0.872001945972443,0.540239989757538,0.5313106179237371,0.283488392829895,0.0772232785820961,6.324,0.83454,0.5403899999999999,0.50379,0.08701,0.28808,6.324,0.83454,0.5403899999999999,0.50379,0.08701,0.28808
29,Italy,Western Europe,6.38740015,10.48183632,0.8898785709999999,73.60168457,0.66465199,-0.04346099900000001,0.873404682,6.223,1.294,1.4880000000000002,1.0390000000000001,0.231,0.158,0.03,6.0,1.264,1.501,0.946,0.281,0.13699999999999998,0.027999999999999997,5.96400022506714,1.3950666189193701,0.8531443476676941,0.256450712680817,0.17278964817523998,0.0280280914157629,5.977,1.35495,0.8510200000000001,0.18827,0.02556,0.16684000000000002,5.977,1.35495,0.8510200000000001,0.18827,0.02556,0.16684000000000002
30,Singapore,Southeast Asia,6.377099991000001,11.39552116,0.9102689620000001,76.80458069,0.926645339,0.029879224,0.109784193,6.2620000000000005,1.5719999999999998,1.463,1.141,0.556,0.271,0.45299999999999996,6.343,1.5290000000000001,1.4509999999999998,1.008,0.631,0.261,0.457,6.57200002670288,1.69227766990662,0.9494923949241642,0.549840569496155,0.345965981483459,0.46430778503417997,6.739,1.64555,0.94719,0.4877,0.46986999999999995,0.32706,6.739,1.64555,0.94719,0.4877,0.46986999999999995,0.32706
31,Brazil,Latin America and Caribbean,6.375599861,9.56643486,0.896723807,66.48016357,0.799804807,-0.10181239199999999,0.7706012729999999,6.3,1.004,1.439,0.802,0.39,0.099,0.086,6.419,0.986,1.474,0.675,0.493,0.11,0.08800000000000001,6.6350002288818395,1.1073532104492199,0.6165523529052729,0.437453746795654,0.16234989464282998,0.11109276115894301,6.952000000000001,1.08754,0.61415,0.40425,0.14165999999999998,0.15775999999999998,6.952000000000001,1.08754,0.61415,0.40425,0.14165999999999998,0.15775999999999998
32,Slovenia,Central and Eastern Europe,6.363399982000001,10.39232254,0.939575672,71.1029892,0.936142623,-0.080603383,0.817071021,6.117999999999999,1.258,1.5230000000000001,0.953,0.564,0.14400000000000002,0.057,5.9479999999999995,1.219,1.506,0.856,0.633,0.16,0.051,5.75799989700317,1.3412059545516999,0.7908282279968258,0.572575807571411,0.242649093270302,0.0451289787888527,5.768,1.2994700000000001,0.79151,0.53164,0.03635,0.25738,5.768,1.2994700000000001,0.79151,0.53164,0.03635,0.25738
33,El Salvador,Latin America and Caribbean,6.34829998,8.909075737,0.8060922620000001,66.10826111,0.833805263,-0.12107297800000001,0.754319906,6.252999999999999,0.794,1.242,0.789,0.43,0.09300000000000001,0.07400000000000001,6.167000000000001,0.8059999999999999,1.2309999999999999,0.639,0.461,0.065,0.08199999999999999,6.002999782562259,0.9097844958305359,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,6.068,0.8737,0.596,0.37269,0.10613,0.08877,6.068,0.8737,0.596,0.37269,0.10613,0.08877
34,Kosovo,Central and Eastern Europe,6.325200081,9.204429626,0.8207265140000001,63.88555527,0.861535907,0.19093376399999998,0.922328293,6.1,0.882,1.232,0.758,0.489,0.262,0.006,5.662000000000001,0.855,1.23,0.578,0.44799999999999995,0.27399999999999997,0.023,5.27899980545044,0.951484382152557,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,5.401,0.90145,0.54,0.14396,0.06547,0.27992,5.401,0.90145,0.54,0.14396,0.06547,0.27992
35,Panama,Latin America and Caribbean,6.304800033999999,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,6.321000000000001,1.149,1.442,0.91,0.516,0.109,0.054000000000000006,6.43,1.112,1.4380000000000002,0.759,0.597,0.125,0.063,6.4520001411438,1.23374843597412,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,6.7010000000000005,1.18306,0.70835,0.48927,0.08423,0.2418,6.7010000000000005,1.18306,0.70835,0.48927,0.08423,0.2418
36,Slovakia,Central and Eastern Europe,6.280600071,10.34774971,0.9224937559999999,68.90634155,0.7499526740000001,-0.12440930300000001,0.918096125,6.1979999999999995,1.246,1.504,0.8809999999999999,0.33399999999999996,0.121,0.013999999999999999,6.172999999999999,1.21,1.537,0.7759999999999999,0.354,0.11800000000000001,0.013999999999999999,6.09800004959106,1.32539355754852,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,6.077999999999999,1.27973,0.70367,0.23390999999999998,0.02947,0.13837,6.077999999999999,1.27973,0.70367,0.23390999999999998,0.02947,0.13837
37,Uzbekistan,Commonwealth of Independent States,6.257599831,8.740371704,0.926595807,65.10757446,0.974998116,0.248427153,0.501497388,6.1739999999999995,0.745,1.5290000000000001,0.7559999999999999,0.631,0.322,0.24,6.096,0.7190000000000001,1.584,0.605,0.7240000000000001,0.32799999999999996,0.259,5.97100019454956,0.786441087722778,0.498272627592087,0.6582486629486078,0.41598364710807795,0.246528223156929,5.987,0.7359100000000001,0.50163,0.60848,0.28333,0.34326,5.987,0.7359100000000001,0.50163,0.60848,0.28333,0.34326
38,Chile,Latin America and Caribbean,6.228499889,10.0320549,0.879713595,69.90061951,0.7448962929999999,-0.065668367,0.838239431,6.444,1.159,1.369,0.92,0.35700000000000004,0.187,0.055999999999999994,6.476,1.131,1.331,0.8079999999999999,0.431,0.19699999999999998,0.061,6.65199995040894,1.25278460979462,0.8194797039031979,0.376895278692245,0.3266624212265011,0.0822879821062088,6.705,1.2167,0.8188300000000001,0.37789,0.11450999999999999,0.31595,6.705,1.2167,0.8188300000000001,0.37789,0.11450999999999999,0.31595
39,Bahrain,Middle East and North Africa,6.227300167,10.67638016,0.876342118,68.5,0.905855775,0.13372919,0.7393470999999999,6.199,1.3619999999999999,1.368,0.871,0.536,0.255,0.11,6.105,1.338,1.3659999999999999,0.698,0.594,0.243,0.12300000000000001,6.08699989318848,1.4884122610092199,0.653133034706116,0.536746919155121,0.17266848683357197,0.257042169570923,6.218,1.44024,0.65696,0.47375,0.25772,0.17147,6.218,1.44024,0.65696,0.47375,0.25772,0.17147
40,Lithuania,Central and Eastern Europe,6.215499877999999,10.34362602,0.926107109,67.29407501,0.747381449,-0.21972529600000001,0.809583843,6.149,1.238,1.515,0.818,0.29100000000000004,0.043,0.042,5.952000000000001,1.197,1.527,0.716,0.35,0.026000000000000002,0.006,5.90199995040894,1.3145823478698702,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,5.813,1.2692,0.64674,0.18929,0.0182,0.02025,5.813,1.2692,0.64674,0.18929,0.0182,0.02025
41,Trinidad and Tobago,Latin America and Caribbean,6.1918997760000005,10.26000214,0.91529417,63.5,0.8579071159999999,0.000526841,0.9122306109999999,,,,,,,,,,,,,,,6.1680002212524405,1.36135590076447,0.5199832916259771,0.518630743026733,0.32529646158218395,0.00896481610834599,6.167999999999999,1.32572,0.52608,0.48453,0.01241,0.31935,6.167999999999999,1.32572,0.52608,0.48453,0.01241,0.31935
42,Poland,Central and Eastern Europe,6.1862998010000005,10.26512432,0.874257445,69.31113434,0.8620557790000001,-0.205084071,0.6869270209999999,6.182,1.206,1.4380000000000002,0.884,0.483,0.11699999999999999,0.05,6.122999999999999,1.176,1.4480000000000002,0.7809999999999999,0.546,0.10800000000000001,0.064,5.97300004959106,1.29178786277771,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,5.835,1.24585,0.69058,0.4519,0.055,0.14443,5.835,1.24585,0.69058,0.4519,0.055,0.14443
43,Colombia,Latin America and Caribbean,6.163400172999999,9.500369072,0.884440243,67.69958496,0.8361799120000001,-0.161235645,0.86457181,6.125,0.985,1.41,0.841,0.47,0.099,0.034,6.26,0.96,1.439,0.635,0.531,0.099,0.039,6.35699987411499,1.07062232494354,0.595027923583984,0.47748741507530196,0.14901447296142598,0.0466687418520451,6.481,1.0303200000000001,0.59659,0.44735,0.053989999999999996,0.15625999999999998,6.481,1.0303200000000001,0.59659,0.44735,0.053989999999999996,0.15625999999999998
44,Cyprus,Western Europe,6.15899992,10.40570259,0.8059962390000001,73.70222473,0.7798582909999999,0.043731495999999995,0.8562717440000001,6.046,1.263,1.2229999999999999,1.042,0.406,0.19,0.040999999999999995,5.7620000000000005,1.229,1.1909999999999998,0.909,0.423,0.20199999999999999,0.035,5.62099981307983,1.3559380769729599,0.84471470117569,0.35511153936386103,0.271254301071167,0.0412379764020443,5.546,1.31857,0.8488,0.29507,0.05227999999999999,0.27906,5.546,1.31857,0.8488,0.29507,0.05227999999999999,0.27906
45,Nicaragua,Latin America and Caribbean,6.13710022,8.493160247999999,0.8574970359999999,67.50717926,0.8639028670000001,0.020959141,0.665950119,6.105,0.6940000000000001,1.325,0.835,0.435,0.2,0.127,6.141,0.6679999999999999,1.319,0.7,0.527,0.20800000000000002,0.128,6.07100009918213,0.737299203872681,0.6530959606170649,0.447551846504211,0.301674216985703,0.130687981843948,5.992000000000001,0.69384,0.65213,0.46581999999999996,0.16292,0.29773,5.992000000000001,0.69384,0.65213,0.46581999999999996,0.16292,0.29773
46,Romania,Central and Eastern Europe,6.123700142000001,10.107584,0.8251615170000001,67.20723724,0.842823207,-0.19781521,0.9343002440000001,6.07,1.162,1.232,0.825,0.462,0.083,0.005,5.945,1.1159999999999999,1.219,0.726,0.528,0.08800000000000001,0.001,5.824999809265139,1.21768391132355,0.6851583123207089,0.457003742456436,0.133519917726517,0.0043879006989300294,5.528,1.1697,0.67602,0.36712,0.006790000000000001,0.12889,5.528,1.1697,0.67602,0.36712,0.006790000000000001,0.12889
47,Kuwait,Middle East and North Africa,6.102099895,11.08982468,0.8464752440000001,66.76764679,0.8723664879999999,-0.100184701,0.7608490590000001,6.021,1.5,1.319,0.8079999999999999,0.493,0.142,0.09699999999999999,6.082999999999999,1.474,1.301,0.675,0.5539999999999999,0.16699999999999998,0.106,6.10500001907349,1.63295245170593,0.6321057081222529,0.49633759260177596,0.228289797902107,0.21515955030918102,6.239,1.61714,0.63569,0.43166000000000004,0.23669,0.15965,6.239,1.61714,0.63569,0.43166000000000004,0.23669,0.15965
48,Mauritius,Sub-Saharan Africa,6.101299762999999,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.8053430909999999,5.888,1.12,1.402,0.7979999999999999,0.498,0.215,0.06,5.891,1.09,1.3869999999999998,0.684,0.584,0.245,0.05,5.62900018692017,1.1893955469131499,0.6380074620246889,0.491247326135635,0.360933750867844,0.0421815551817417,5.648,1.14372,0.66189,0.46145,0.05202999999999999,0.36951,5.648,1.14372,0.66189,0.46145,0.05202999999999999,0.36951
49,Kazakhstan,Commonwealth of Independent States,6.0578999520000005,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.7644908429999999,5.809,1.173,1.508,0.7290000000000001,0.41,0.146,0.096,5.79,1.143,1.516,0.631,0.45399999999999996,0.14800000000000002,0.121,5.8189997673034695,1.2845562696456898,0.6060415506362921,0.43745428323745705,0.20196442306041698,0.11928288638591802,5.919,1.22943,0.57386,0.4052,0.11132,0.15011,5.919,1.22943,0.57386,0.4052,0.11132,0.15011
50,Estonia,Central and Eastern Europe,6.0218000410000005,10.34001732,0.9347299929999999,68.60495758,0.87770915,-0.111697771,0.623073816,5.893,1.237,1.528,0.8740000000000001,0.495,0.10300000000000001,0.161,5.739,1.2,1.5319999999999998,0.737,0.5529999999999999,0.086,0.174,5.61100006103516,1.3208793401718102,0.695168316364288,0.479131430387497,0.0988908112049103,0.18324892222881303,5.517,1.2796399999999999,0.68098,0.41511000000000003,0.18519000000000002,0.08423,5.517,1.2796399999999999,0.68098,0.41511000000000003,0.18519000000000002,0.08423
